Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2018;92,7
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2017;69,8
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2016;73,2
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2015;69,9
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2014;74,3
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2013;82
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2012;88,6
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2011;100
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2010;93,2
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2009;91,9
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2008;97
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2007;86
Mujeres;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2006;76
Mujeres;06 Cantabria;Total;2022;296,1
Mujeres;06 Cantabria;Total;2021;295,6
Mujeres;06 Cantabria;Total;2020;295,1
Mujeres;06 Cantabria;Total;2019;294,7
Mujeres;06 Cantabria;Total;2018;294,2
Mujeres;06 Cantabria;Total;2017;294
Mujeres;06 Cantabria;Total;2016;294,1
Mujeres;06 Cantabria;Total;2015;295
Mujeres;06 Cantabria;Total;2014;295,9
Mujeres;06 Cantabria;Total;2013;297,1
Mujeres;06 Cantabria;Total;2012;298,2
Mujeres;06 Cantabria;Total;2011;298,4
Mujeres;06 Cantabria;Total;2010;297,4
Mujeres;06 Cantabria;Total;2009;295,9
Mujeres;06 Cantabria;Total;2008;293,1
Mujeres;06 Cantabria;Total;2007;289,4
Mujeres;06 Cantabria;Total;2006;285,7
Mujeres;06 Cantabria;Española;2022;275,1
Mujeres;06 Cantabria;Española;2021;276,6
Mujeres;06 Cantabria;Española;2020;277,9
Mujeres;06 Cantabria;Española;2019;276,2
Mujeres;06 Cantabria;Española;2018;278,6
Mujeres;06 Cantabria;Española;2017;278,7
Mujeres;06 Cantabria;Española;2016;280,4
Mujeres;06 Cantabria;Española;2015;280,5
Mujeres;06 Cantabria;Española;2014;280,1
Mujeres;06 Cantabria;Española;2013;278,5
Mujeres;06 Cantabria;Española;2012;279,3
Mujeres;06 Cantabria;Española;2011;281,3
Mujeres;06 Cantabria;Española;2010;276,7
Mujeres;06 Cantabria;Española;2009;275
Mujeres;06 Cantabria;Española;2008;275,5
Mujeres;06 Cantabria;Española;2007;274
Mujeres;06 Cantabria;Española;2006;273,6
Mujeres;06 Cantabria;Extranjera: Total;2022;20,9
Mujeres;06 Cantabria;Extranjera: Total;2021;19
Mujeres;06 Cantabria;Extranjera: Total;2020;17,2
Mujeres;06 Cantabria;Extranjera: Total;2019;18,5
Mujeres;06 Cantabria;Extranjera: Total;2018;15,5
Mujeres;06 Cantabria;Extranjera: Total;2017;15,3
Mujeres;06 Cantabria;Extranjera: Total;2016;13,7
Mujeres;06 Cantabria;Extranjera: Total;2015;14,5
Mujeres;06 Cantabria;Extranjera: Total;2014;15,8
Mujeres;06 Cantabria;Extranjera: Total;2013;18,6
Mujeres;06 Cantabria;Extranjera: Total;2012;18,9
Mujeres;06 Cantabria;Extranjera: Total;2011;17,1
Mujeres;06 Cantabria;Extranjera: Total;2010;20,7
Mujeres;06 Cantabria;Extranjera: Total;2009;20,9
Mujeres;06 Cantabria;Extranjera: Total;2008;17,6
Mujeres;06 Cantabria;Extranjera: Total;2007;15,4
Mujeres;06 Cantabria;Extranjera: Total;2006;12,1
Mujeres;06 Cantabria;Extranjera: Unión Europea;2022;3,6
Mujeres;06 Cantabria;Extranjera: Unión Europea;2021;4,1
Mujeres;06 Cantabria;Extranjera: Unión Europea;2020;4,9
Mujeres;06 Cantabria;Extranjera: Unión Europea;2019;6,2
Mujeres;06 Cantabria;Extranjera: Unión Europea;2018;5
Mujeres;06 Cantabria;Extranjera: Unión Europea;2017;3,9
Mujeres;06 Cantabria;Extranjera: Unión Europea;2016;3,4
Mujeres;06 Cantabria;Extranjera: Unión Europea;2015;3,1
Mujeres;06 Cantabria;Extranjera: Unión Europea;2014;3,6
Mujeres;06 Cantabria;Extranjera: Unión Europea;2013;6
Mujeres;06 Cantabria;Extranjera: Unión Europea;2012;5,7
Mujeres;06 Cantabria;Extranjera: Unión Europea;2011;4,8
Mujeres;06 Cantabria;Extranjera: Unión Europea;2010;5,9
Mujeres;06 Cantabria;Extranjera: Unión Europea;2009;5,7
Mujeres;06 Cantabria;Extranjera: Unión Europea;2008;4,7
Mujeres;06 Cantabria;Extranjera: Unión Europea;2007;3,3
Mujeres;06 Cantabria;Extranjera: Unión Europea;2006;0,5
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2022;17,3
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2021;14,8
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2020;12,2
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2019;12,3
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2018;10,6
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2017;11,4
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2016;10,2
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2015;11,3
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2014;12,2
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2013;12,6
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2012;13,2
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2011;12,3
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2010;14,8
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2009;15,1
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2008;12,9
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2007;12,1
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2006;11,6
Mujeres;07 Castilla y León;Total;2022;1.173,6
Mujeres;07 Castilla y León;Total;2021;1.176,2
Mujeres;07 Castilla y León;Total;2020;1.183,3
Mujeres;07 Castilla y León;Total;2019;1.187,4
Mujeres;07 Castilla y León;Total;2018;1.191,3
Mujeres;07 Castilla y León;Total;2017;1.200
Mujeres;07 Castilla y León;Total;2016;1.208,8
Mujeres;07 Castilla y León;Total;2015;1.218
Mujeres;07 Castilla y León;Total;2014;1.226
Mujeres;07 Castilla y León;Total;2013;1.236,8
Mujeres;07 Castilla y León;Total;2012;1.246,7
Mujeres;07 Castilla y León;Total;2011;1.253,7
Mujeres;07 Castilla y León;Total;2010;1.256,4
Mujeres;07 Castilla y León;Total;2009;1.257,8
Mujeres;07 Castilla y León;Total;2008;1.257,8
Mujeres;07 Castilla y León;Total;2007;1.252,4
Mujeres;07 Castilla y León;Total;2006;1.243
Mujeres;07 Castilla y León;Española;2022;1.089,3
Mujeres;07 Castilla y León;Española;2021;1.095,5
Mujeres;07 Castilla y León;Española;2020;1.107,5
Mujeres;07 Castilla y León;Española;2019;1.115,7
Mujeres;07 Castilla y León;Española;2018;1.123,5
Mujeres;07 Castilla y León;Española;2017;1.139,5
Mujeres;07 Castilla y León;Española;2016;1.143,7
Mujeres;07 Castilla y León;Española;2015;1.152,2
Mujeres;07 Castilla y León;Española;2014;1.157,5
Mujeres;07 Castilla y León;Española;2013;1.160,7
Mujeres;07 Castilla y León;Española;2012;1.172,1
Mujeres;07 Castilla y León;Española;2011;1.174,2
Mujeres;07 Castilla y León;Española;2010;1.172,7
Mujeres;07 Castilla y León;Española;2009;1.176,9
Mujeres;07 Castilla y León;Española;2008;1.180,2
Mujeres;07 Castilla y León;Española;2007;1.189,5
Mujeres;07 Castilla y León;Española;2006;1.190,6
Mujeres;07 Castilla y León;Extranjera: Total;2022;84,3
Mujeres;07 Castilla y León;Extranjera: Total;2021;80,7
Mujeres;07 Castilla y León;Extranjera: Total;2020;75,8
Mujeres;07 Castilla y León;Extranjera: Total;2019;71,7
Mujeres;07 Castilla y León;Extranjera: Total;2018;67,8
Mujeres;07 Castilla y León;Extranjera: Total;2017;60,4
Mujeres;07 Castilla y León;Extranjera: Total;2016;65,1
Mujeres;07 Castilla y León;Extranjera: Total;2015;65,8
Mujeres;07 Castilla y León;Extranjera: Total;2014;68,5
Mujeres;07 Castilla y León;Extranjera: Total;2013;76,1
Mujeres;07 Castilla y León;Extranjera: Total;2012;74,6
Mujeres;07 Castilla y León;Extranjera: Total;2011;79,5
Mujeres;07 Castilla y León;Extranjera: Total;2010;83,7
Mujeres;07 Castilla y León;Extranjera: Total;2009;80,9
Mujeres;07 Castilla y León;Extranjera: Total;2008;77,5
Mujeres;07 Castilla y León;Extranjera: Total;2007;62,9
Mujeres;07 Castilla y León;Extranjera: Total;2006;52,4
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2022;37,9
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2021;35
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2020;33,1
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2019;33,9
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2018;39,5
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2017;34
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2016;33
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2015;30,4
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2014;31,1
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2013;30,8
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2012;27,6
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2011;33,4
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2010;31,9
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2009;33,8
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2008;35,9
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2007;27,3
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2006;4,6
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2022;46,4
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2021;45,8
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2020;42,6
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2019;37,8
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2018;28,3
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2017;26,4
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2016;32,1
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2015;35,5
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2014;37,4
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2013;45,3
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2012;47
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2011;46,1
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2010;51,8
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2009;47,1
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2008;41,7
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2007;35,6
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2006;47,8
Mujeres;08 Castilla - La Mancha;Total;2022;1.007,5
Mujeres;08 Castilla - La Mancha;Total;2021;1.004,3
Mujeres;08 Castilla - La Mancha;Total;2020;1.003,3
Mujeres;08 Castilla - La Mancha;Total;2019;999,7
Mujeres;08 Castilla - La Mancha;Total;2018;995,4
Mujeres;08 Castilla - La Mancha;Total;2017;997,8
Mujeres;08 Castilla - La Mancha;Total;2016;1.000,9
Mujeres;08 Castilla - La Mancha;Total;2015;1.005,4
Mujeres;08 Castilla - La Mancha;Total;2014;1.010,3
Mujeres;08 Castilla - La Mancha;Total;2013;1.018,1
Mujeres;08 Castilla - La Mancha;Total;2012;1.024,6
Mujeres;08 Castilla - La Mancha;Total;2011;1.026,4
Mujeres;08 Castilla - La Mancha;Total;2010;1.020,3
Mujeres;08 Castilla - La Mancha;Total;2009;1.012,6
Mujeres;08 Castilla - La Mancha;Total;2008;1.000,5
Mujeres;08 Castilla - La Mancha;Total;2007;980,8
Mujeres;08 Castilla - La Mancha;Total;2006;954,8
Mujeres;08 Castilla - La Mancha;Española;2022;910,6
Mujeres;08 Castilla - La Mancha;Española;2021;897,7
Mujeres;08 Castilla - La Mancha;Española;2020;910,3
Mujeres;08 Castilla - La Mancha;Española;2019;914,7
Mujeres;08 Castilla - La Mancha;Española;2018;912,4
Mujeres;08 Castilla - La Mancha;Española;2017;920,5
Mujeres;08 Castilla - La Mancha;Española;2016;921,9
Mujeres;08 Castilla - La Mancha;Española;2015;920,6
Mujeres;08 Castilla - La Mancha;Española;2014;918,3
Mujeres;08 Castilla - La Mancha;Española;2013;925,9
Mujeres;08 Castilla - La Mancha;Española;2012;926,9
Mujeres;08 Castilla - La Mancha;Española;2011;925
Mujeres;08 Castilla - La Mancha;Española;2010;923,8
Mujeres;08 Castilla - La Mancha;Española;2009;917,3
Mujeres;08 Castilla - La Mancha;Española;2008;905,2
Mujeres;08 Castilla - La Mancha;Española;2007;897,2
Mujeres;08 Castilla - La Mancha;Española;2006;889,5
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2022;96,9
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2021;106,5
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2020;93
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2019;85
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2018;83
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2017;77,3
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2016;79
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2015;84,8
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2014;92
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2013;92,2
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2012;97,8
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2011;101,4
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2010;96,5
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2009;95,3
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2008;95,3
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2007;83,6
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2006;65,3
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2022;36,6
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021;39,4
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020;35,2
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019;38,9
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018;38,3
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017;39,4
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016;39,4
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015;39,8
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014;44,3
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013;38,2
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012;47,9
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011;41,9
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010;36,4
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009;44,3
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008;38,5
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007;29,8
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006;2,3
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2022;60,2
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021;67,1
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2020;57,8
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2019;46,1
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2018;44,7
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2017;37,9
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2016;39,6
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2015;45
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2014;47,7
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2013;54
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2012;49,8
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2011;59,5
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2010;60,1
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2009;51
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2008;56,8
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2007;53,8
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2006;63
Mujeres;09 Cataluña;Total;2022;3.876,1
Mujeres;09 Cataluña;Total;2021;3.860,6
Mujeres;09 Cataluña;Total;2020;3.857,2
Mujeres;09 Cataluña;Total;2019;3.839
Mujeres;09 Cataluña;Total;2018;3.799,9
Mujeres;09 Cataluña;Total;2017;3.761,9
Mujeres;09 Cataluña;Total;2016;3.741
Mujeres;09 Cataluña;Total;2015;3.725,2
Mujeres;09 Cataluña;Total;2014;3.725,4
Mujeres;09 Cataluña;Total;2013;3.740,3
Mujeres;09 Cataluña;Total;2012;3.753,9
Mujeres;09 Cataluña;Total;2011;3.748,7
Mujeres;09 Cataluña;Total;2010;3.729,1
Mujeres;09 Cataluña;Total;2009;3.709
Mujeres;09 Cataluña;Total;2008;3.670,9
Mujeres;09 Cataluña;Total;2007;3.606,6
Mujeres;09 Cataluña;Total;2006;3.535,4
Mujeres;09 Cataluña;Española;2022;3.315,8
Mujeres;09 Cataluña;Española;2021;3.304,1
Mujeres;09 Cataluña;Española;2020;3.321,7
Mujeres;09 Cataluña;Española;2019;3.333,3
Mujeres;09 Cataluña;Española;2018;3.308,1
Mujeres;09 Cataluña;Española;2017;3.297,5
Mujeres;09 Cataluña;Española;2016;3.289,2
Mujeres;09 Cataluña;Española;2015;3.273,6
Mujeres;09 Cataluña;Española;2014;3.257,3
Mujeres;09 Cataluña;Española;2013;3.235,3
Mujeres;09 Cataluña;Española;2012;3.212,3
Mujeres;09 Cataluña;Española;2011;3.193,2
Mujeres;09 Cataluña;Española;2010;3.192,3
Mujeres;09 Cataluña;Española;2009;3.173,1
Mujeres;09 Cataluña;Española;2008;3.161,5
Mujeres;09 Cataluña;Española;2007;3.138,4
Mujeres;09 Cataluña;Española;2006;3.146,8
Mujeres;09 Cataluña;Extranjera: Total;2022;560,2
Mujeres;09 Cataluña;Extranjera: Total;2021;556,5
Mujeres;09 Cataluña;Extranjera: Total;2020;535,4
Mujeres;09 Cataluña;Extranjera: Total;2019;505,7
Mujeres;09 Cataluña;Extranjera: Total;2018;491,8
Mujeres;09 Cataluña;Extranjera: Total;2017;464,4
Mujeres;09 Cataluña;Extranjera: Total;2016;451,8
Mujeres;09 Cataluña;Extranjera: Total;2015;451,6
Mujeres;09 Cataluña;Extranjera: Total;2014;468,1
Mujeres;09 Cataluña;Extranjera: Total;2013;505
Mujeres;09 Cataluña;Extranjera: Total;2012;541,6
Mujeres;09 Cataluña;Extranjera: Total;2011;555,5
Mujeres;09 Cataluña;Extranjera: Total;2010;536,8
Mujeres;09 Cataluña;Extranjera: Total;2009;535,9
Mujeres;09 Cataluña;Extranjera: Total;2008;509,4
Mujeres;09 Cataluña;Extranjera: Total;2007;468,2
Mujeres;09 Cataluña;Extranjera: Total;2006;388,6
Mujeres;09 Cataluña;Extranjera: Unión Europea;2022;94,2
Mujeres;09 Cataluña;Extranjera: Unión Europea;2021;101,4
Mujeres;09 Cataluña;Extranjera: Unión Europea;2020;106,6
Mujeres;09 Cataluña;Extranjera: Unión Europea;2019;120,6
Mujeres;09 Cataluña;Extranjera: Unión Europea;2018;112,5
Mujeres;09 Cataluña;Extranjera: Unión Europea;2017;108,4
Mujeres;09 Cataluña;Extranjera: Unión Europea;2016;111,2
Mujeres;09 Cataluña;Extranjera: Unión Europea;2015;99
Mujeres;09 Cataluña;Extranjera: Unión Europea;2014;106,9
Mujeres;09 Cataluña;Extranjera: Unión Europea;2013;105,6
Mujeres;09 Cataluña;Extranjera: Unión Europea;2012;112,3
Mujeres;09 Cataluña;Extranjera: Unión Europea;2011;110,8
Mujeres;09 Cataluña;Extranjera: Unión Europea;2010;120
Mujeres;09 Cataluña;Extranjera: Unión Europea;2009;104,7
Mujeres;09 Cataluña;Extranjera: Unión Europea;2008;102,9
Mujeres;09 Cataluña;Extranjera: Unión Europea;2007;88,3
Mujeres;09 Cataluña;Extranjera: Unión Europea;2006;40,1
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2022;466
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2021;455,1
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2020;428,8
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2019;385,1
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2018;379,3
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2017;356
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2016;340,6
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2015;352,6
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2014;361,2
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2013;399,3
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2012;429,3
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2011;444,7
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2010;416,7
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2009;431,2
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2008;406,4
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2007;379,9
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2006;348,6
Mujeres;10 Comunitat Valenciana;Total;2022;2.571,3
Mujeres;10 Comunitat Valenciana;Total;2021;2.544,5
Mujeres;10 Comunitat Valenciana;Total;2020;2.537,3
Mujeres;10 Comunitat Valenciana;Total;2019;2.517,8
Mujeres;10 Comunitat Valenciana;Total;2018;2.496,6
Mujeres;10 Comunitat Valenciana;Total;2017;2.487
Mujeres;10 Comunitat Valenciana;Total;2016;2.478,6
Mujeres;10 Comunitat Valenciana;Total;2015;2.480,2
Mujeres;10 Comunitat Valenciana;Total;2014;2.485,8
Mujeres;10 Comunitat Valenciana;Total;2013;2.490,3
Mujeres;10 Comunitat Valenciana;Total;2012;2.500,8
Mujeres;10 Comunitat Valenciana;Total;2011;2.500
Mujeres;10 Comunitat Valenciana;Total;2010;2.492,2
Mujeres;10 Comunitat Valenciana;Total;2009;2.486,5
Mujeres;10 Comunitat Valenciana;Total;2008;2.471,1
Mujeres;10 Comunitat Valenciana;Total;2007;2.428,4
Mujeres;10 Comunitat Valenciana;Total;2006;2.367,3
Mujeres;10 Comunitat Valenciana;Española;2022;2.173,3
Mujeres;10 Comunitat Valenciana;Española;2021;2.167,8
Mujeres;10 Comunitat Valenciana;Española;2020;2.176,6
Mujeres;10 Comunitat Valenciana;Española;2019;2.171,5
Mujeres;10 Comunitat Valenciana;Española;2018;2.169,8
Mujeres;10 Comunitat Valenciana;Española;2017;2.157,6
Mujeres;10 Comunitat Valenciana;Española;2016;2.156,8
Mujeres;10 Comunitat Valenciana;Española;2015;2.162,8
Mujeres;10 Comunitat Valenciana;Española;2014;2.162,5
Mujeres;10 Comunitat Valenciana;Española;2013;2.145,3
Mujeres;10 Comunitat Valenciana;Española;2012;2.144,2
Mujeres;10 Comunitat Valenciana;Española;2011;2.126,9
Mujeres;10 Comunitat Valenciana;Española;2010;2.117,2
Mujeres;10 Comunitat Valenciana;Española;2009;2.103,4
Mujeres;10 Comunitat Valenciana;Española;2008;2.100,6
Mujeres;10 Comunitat Valenciana;Española;2007;2.082
Mujeres;10 Comunitat Valenciana;Española;2006;2.066,7
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2022;398
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2021;376,6
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2020;360,7
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2019;346,4
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2018;326,8
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2017;329,4
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2016;321,7
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2015;317,3
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2014;323,3
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2013;345
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2012;356,6
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2011;373,1
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2010;375,1
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2009;383,1
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2008;370,5
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2007;346,4
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2006;300,5
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2022;130,6
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2021;127
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2020;144,7
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2019;173,4
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2018;155,9
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2017;153,7
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2016;161,1
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2015;150
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2014;151,3
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2013;155,6
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2012;166,5
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2011;173
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2010;166,2
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2009;157,8
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2008;152,6
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2007;146,4
